id,partition,m_correct_16,mean_abs_delta,max_abs_delta,l1_diff,l2_diff,cosine,k16_positive_total_weight,k8_positive_total_weight,k16_negative_total_weight,k8_negative_total_weight,k16_nonzero,k8_nonzero,newly_nonzero_wrong,newly_nonzero_correct
kk_grpo_v1_train_000129,rand02,14,0.021703494729079675,0.08681397891631848,0.3472559156652748,0.131250399163762,0.9999999999999998,5.1219758220062985,4.948347864173661,5.1219758220062985,4.948347864173662,16,16,0,0
kk_grpo_v1_train_000129,rand03,14,0.3658554158575928,0.9411526608088725,5.853686653721485,1.7390173715233752,0.9258200997725513,5.1219758220062985,3.239670500388554,5.1219758220062985,3.2396705003885535,16,8,0,8
kk_grpo_v1_train_000129,rand04,14,0.021703494729079675,0.08681397891631848,0.3472559156652748,0.131250399163762,0.9999999999999998,5.1219758220062985,4.948347864173661,5.1219758220062985,4.948347864173662,16,16,0,0
kk_grpo_v1_train_000129,rand05,14,0.021703494729079675,0.08681397891631848,0.3472559156652748,0.131250399163762,0.9999999999999998,5.1219758220062985,4.948347864173661,5.1219758220062985,4.948347864173662,16,16,0,0
kk_grpo_v1_train_000129,rand06,14,0.021703494729079675,0.08681397891631848,0.3472559156652748,0.131250399163762,0.9999999999999998,5.1219758220062985,4.948347864173661,5.1219758220062985,4.948347864173662,16,16,0,0
kk_grpo_v1_train_000129,rand07,14,0.021703494729079675,0.08681397891631848,0.3472559156652748,0.131250399163762,0.9999999999999998,5.1219758220062985,4.948347864173661,5.1219758220062985,4.948347864173662,16,16,0,0
kk_grpo_v1_train_000129,rand08,14,0.3658554158575928,0.9411526608088725,5.853686653721485,1.7390173715233752,0.9258200997725513,5.1219758220062985,3.239670500388554,5.1219758220062985,3.2396705003885535,16,8,0,8
kk_grpo_v1_train_000129,rand09,14,0.3658554158575928,0.9411526608088725,5.853686653721485,1.7390173715233752,0.9258200997725513,5.1219758220062985,3.239670500388554,5.1219758220062985,3.2396705003885535,16,8,0,8
kk_grpo_v1_train_000129,rand10,14,0.021703494729079675,0.08681397891631848,0.3472559156652748,0.131250399163762,0.9999999999999998,5.1219758220062985,4.948347864173661,5.1219758220062985,4.948347864173662,16,16,0,0
kk_grpo_v1_train_000129,rand11,14,0.3658554158575928,0.9411526608088725,5.853686653721485,1.7390173715233752,0.9258200997725513,5.1219758220062985,3.239670500388554,5.1219758220062985,3.2396705003885535,16,8,0,8
kk_grpo_v1_train_000129,rand12,14,0.3658554158575928,0.9411526608088725,5.853686653721485,1.7390173715233752,0.9258200997725513,5.1219758220062985,3.239670500388554,5.1219758220062985,3.2396705003885535,16,8,0,8
kk_grpo_v1_train_000129,rand13,14,0.021703494729079675,0.08681397891631848,0.3472559156652748,0.131250399163762,0.9999999999999998,5.1219758220062985,4.948347864173661,5.1219758220062985,4.948347864173662,16,16,0,0
kk_grpo_v1_train_000129,rand14,14,0.3658554158575928,0.9411526608088725,5.853686653721485,1.7390173715233752,0.9258200997725513,5.1219758220062985,3.239670500388554,5.1219758220062985,3.2396705003885535,16,8,0,8
